Word,Part of Speech,CEFR Level
recording,n.,A2
recount1,v.,C1
recover,v.,B2
recovery,n.,B2
recreation,noun,B2
recruit,verb,B2
recruitment,n.,B2
rectangular,adjective,B2
recycle,v.,A2
recycled,adjective,B1
recycling,noun,B1
red,noun,A2
redo,verb,B2
reduce,v.,A2
reduction,n.,B2
redundant,adjective,B2
reed,noun,B2
reef,noun,B1
refer,v.,A2
referee,n.,B2
reference,n.,B1
referendum,n.,C1
referent,adjective,B2
refinery,noun,B2
reflect,v.,B1
reflection,n.,C1
reflective,adjective,B2
reform,noun,B2
refrain,noun,B2
refresh,noun,B2
refreshments,noun,B1
refrigerator,n.,A2
refuge,n.,C1
refugee,n.,B2
refund,noun,B1
refusal,n.,C1
refuse,verb,B1
refuse1,v.,A2
refute,verb,B2
regain,v.,C1
regard,verb,B1
regarding,preposition,B1
regardless,adv.,C1
reggae,noun,B2
regime,n.,C1
region,n.,A2
regional,adj.,B2
register,verb,B1
registration,n.,B2
regret,verb,A2
regrettably,adverb,B2
regular,adj.,A2
regularly,adv.,B1
regulate,v.,B2
regulation,n.,B2
regulator,n.,C1
regulatory,adj.,C1
rehabilitation,n.,C1
rehearsal,noun,B2
reinforce,v.,B2
reinforcement,noun,B2
reject,v.,B1
rejection,n.,C1
rejoin,verb,B2
relate,v.,B1
related,adj.,B1
relation,n.,B1
relationship,n.,A2
relative,noun,B1
relatively,adv.,B2
relativity,noun,B2
relax,v.,A1
relaxation,noun,B2
relaxed,adj.,B1
relaxing,adj.,B1
relay,noun,B2
release,verb,B1
relevance,n.,C1
relevant,adj.,B2
reliability,n.,C1
reliable,adj.,B1
relic,noun,B2
relief,n.,B2
relieve,v.,B2
relieved,adj.,B2
religion,n.,B1
religious,adj.,B1
reluctant,adj.,C1
rely,v.,B2
remain,v.,B1
remainder,n.,C1
remaining,adjective,B2
remains,n.,C1
remark,verb,B1
remarkable,adj.,B2
remarkably,adv.,B2
remedy,n.,C1
remember,v.,A1
remembrance,noun,B1
remind,v.,B1
reminder,n.,C1
remote,adj.,B1
remote control,noun,B1
removal,n.,C1
remove,v.,A2
render,v.,C1
renew,v.,C1
renowned,adj.,C1
rent,verb,A2
rental,n.,C1
reorganize/reorganise,verb,B2
repaint,noun,B2
repair,verb,A2
repay,verb,B1
repeat,verb,A1
repeated,adj.,B1
repeatedly,adverb,B1
repertoire,noun,B2
repetition,noun,B2
replace,v.,A2
replacement,n.,C1
replica,noun,B2
reply,verb,B1
report,verb,B1
reportedly,adv.,C1
reporter,n.,A2
reporting,n.,B2
represent,v.,B1
representation,n.,C1
representative,noun,B1
repress,verb,B2
repression,noun,B2
reprint,noun,B2
reproduce,v.,C1
reproduction,n.,C1
reprove,verb,B2
republic,n.,C1
reputation,n.,B2
request,verb,B1
require,v.,B1
requirement,n.,B2
rescue,verb,B1
research,verb,B2
researcher,n.,A2
resemble,v.,C1
reservation,n.,B1
reserve,verb,B1
reside,v.,C1
residence,n.,C1
resident,noun,B2
residential,adj.,C1
residue,n.,C1
resign,v.,B2
resignation,n.,C1
resist,v.,B2
resistance,n.,C1
resolution,n.,B2
resolve,v.,B2
resonant,adjective,B2
resort,n.,B2
resource,n.,B1
respect,verb,B1
respectable,adjective,B1
respectably,adverb,B2
respected,adjective,B2
respective,adj.,C1
respectively,adv.,C1
respiration,noun,B2
respiratory,adjective,B2
respond,v.,A2
response,n.,A2
responsibility,n.,B1
responsible,adj.,B1
rest,verb,B1
restaurant,n.,A1
restoration,n.,C1
restore,v.,B2
restraint,n.,C1
restrict,v.,B2
restriction,n.,B2
result,verb,B1
resume,v.,C1
retail,n.,B2
retailer,noun,B2
retain,v.,B2
retard,verb,B2
retell,verb,B1
retina,noun,B2
retire,v.,B1
retired,adj.,B1
retirement,n.,B2
retreat,verb,B2
retrieve,v.,C1
retrospect,noun,B1
return,verb,A2
reunification,noun,B1
reunify,verb,B1
reunion,noun,A2
reveal,v.,B2
revelation,n.,C1
revenge,n.,C1
revenue,n.,B2
reverence,noun,B2
reverse,verb,B2
review,verb,B2
revise,v.,B1
revision,n.,B2
revival,n.,C1
revive,v.,C1
revolution,n.,B2
revolutionary,adj.,C1
revolutionize/revolutionise,verb,B2
revolve,verb,B2
reward,verb,B2
rewrite,verb,B1
rhetoric,n.,C1
rhinoceros,noun,B2
rhyme,verb,B2
rhythm,n.,B2
rhythmic,adjective,B2
rib,noun,B2
ribbon,noun,A1
rice,n.,A1
rich,adj.,A1
rid,v.,B2
riddle,verb,B1
ride,verb,A1
rider,noun,B2
ridge,noun,B2
ridiculous,adj.,B2
rifle,n.,C1
right,noun,A2
right-hand,adjective,A2
righteousness,noun,B2
rightly,adverb,B2
rim,noun,B2
ring,verb,A1
ring1,n.,A2
riot,n.,C1
rip,v.,C1
ripe,adjective,B1
rise,verb,B1
risk,verb,B2
risky,adj.,B2
rite,noun,B2
ritual,n.,C1
rival,noun,B2
river,n.,A1
road,n.,A1
roadside,noun,B1
roam,noun,B2
roar,verb,B2
roast,verb,A2
rob,v.,B2
robbery,n.,B2
robin,noun,A2
robot,n.,B1
robust,adj.,C1
rock,v.,C1
rocket,n.,B2
rocky,adjective,B2
rod,n.,C1
role,n.,A2
roll,verb,B2
rolling,adjective,B1
romance,n.,B2
romantic,adj.,B1
roof,n.,A2
room,n.,A1
roommate,noun,B2
root,n.,B2
rope,n.,B1
rose,n.,B2
rosy,adjective,B2
rotate,v.,C1
rotation,n.,C1
rotten,adjective,B1
rough,adj.,B1
roughly,adv.,B2
round,verb,B2
roundabout,noun,A2
route,n.,A2
routine,noun,B1
row,verb,B2
row1,n.,B1
royal,adj.,B1
royalty,noun,B2
rub,v.,B2
rubber,noun,B1
rubbish,n.,A2
rubble,noun,B2
rude,adj.,A2
rudely,adverb,B1
rug,noun,B2
rugby,n.,B1
ruin,verb,A2
ruinous,adjective,B2
rule,verb,B2
ruler,noun,A1
ruling,n.,C1
rumor/rumour,noun,A2
rumour,n.,C1
run,verb,A1
runaway,noun,B1
runner,n.,A2
running,n.,A2
runway,noun,B1
rural,adj.,B2
rush,verb,B1
rush hour,noun,B2
rusty,adjective,B2
sack,v.,C1
sacred,adj.,C1
sad,adj.,A1
sadly,adv.,A2
sadness,noun,B1
safari,noun,B1
safe,adj.,A2
safeguard,verb,B2
safely,adverb,B1
safety,n.,B1
sag,noun,B2
sage,noun,B2
sail,verb,B2
sailing,n.,A2
sailor,n.,B1
saint,n.,C1
sake,n.,C1
salad,n.,A1
salary,n.,A2
sale,n.,A2
salesman,noun,B1
salesmanship,noun,B2
salesperson,noun,B2
saleswoman,noun,B2
salmon,noun,B1
salon,noun,B2
salsa,noun,B2
salt,n.,A1
salty,adjective,B2
same,pronoun,A1
sample,noun,A2
sanction,n.,C1
sand,n.,B1
sandal,noun,B1
sandstone,noun,B2
sandwich,n.,A1
sandy,adjective,A2
sanitary,adjective,B2
sanitation,noun,B2
satellite,n.,B2
satisfaction,n.,B2
satisfactory,adjective,B2
satisfied,adj.,B2
satisfy,v.,B2
sauce,n.,A2
saucepan,noun,B1
saucer,noun,B1
sausage,noun,A2
save,v.,A2
saving,n.,B2
saving/savings,noun,B2
saw,verb,B2
say,n.,C1
scale,n.,B2
scan,v.,B1
scandal,n.,B2
scar,noun,B2
scarcely,adverb,B2
scare,verb,B1
scared,adj.,A2
scarf,noun,A2
scarlet,noun,B2
scary,adj.,A2
scatter,verb,B1
scattered,adj.,C1
scenario,n.,B2
scene,n.,A2
scenery,noun,A2
scenic,adjective,B1
scent,noun,B2
sceptical,adj.,C1
schedule,verb,B2
scheduled,adjective,B2
scheme,n.,B2
scholar,n.,B2
scholarship,n.,B2
scholasticism,noun,B2
school,n.,A1
schoolchild,noun,A2
schoolgirl,noun,B2
schoolmate,noun,B1
schoolteacher,noun,B1
schoolwork,noun,A2
science,n.,A1
science fiction,noun,B1
scientific,adj.,B1
scientifically,adverb,B2
scientist,n.,A1
scissors,noun,A2
scold,verb,B1
scooter,noun,B2
scope,n.,C1
score,verb,B1
scramble,verb,B2
scratch,verb,B2
scream,verb,B1
screen,verb,B2
screening,n.,B2
screw,verb,B2
scribble,noun,B2
script,n.,B1
scrooge,noun,B2
scrutiny,n.,C1
scuba,noun,B2
sculpture,n.,B1
scythe,noun,B2
sea,n.,A2
seafood,noun,A2
seal,noun,B2
search,verb,B1
seaside,noun,A2
season,n.,A2
seasonal,adjective,B2
seat,noun,A1
seawater,noun,B1
seaweed,noun,B1
second,pronoun,A2
second person,noun,B2
second-hand,adverb,B1
secondary,adj.,B1
secondary school,noun,B1
secondly,adv.,A2
secret,noun,A2
secretary,n.,A2
secretly,adverb,B1
section,n.,A1
sector,n.,B2
secular,adj.,C1
secure,adjective,B1
security,n.,B1
see,v.,A1
seed,n.,B1
seek,v.,B2
seeker,n.,B2
seem,v.,A2
seemingly,adv.,C1
seesaw,noun,B2
segment,n.,C1
seize,v.,C1
seldom,adv.,C1
select,v.,B2
selection,n.,B2
selective,adj.,C1
self,n.,B2
self-confidence,noun,B2
self-confident,adjective,B2
self-service,adjective,B1
selfish,adjective,B1
selfless,adjective,B2
sell,v.,A1
seller,noun,B2
semester,noun,A2
semi-final,noun,B2
semicolon,noun,B2
seminar,n.,B2
senate,n.,B2
senator,n.,C1
send,v.,A1
senior,adj.,B2
sensation,n.,C1
sense,verb,B2
sensible,adj.,B1
sensitive,adj.,B2
sensitivity,n.,C1
sentence,verb,B2
sentiment,n.,C1
separate,verb,B2
separately,adverb,B2
separation,n.,C1
sequence,n.,B2
serene,adjective,B2
serial,adj.,C1
series,n.,A2
serious,adj.,A2
seriously,adv.,B1
servant,n.,B1
serve,v.,A2
server,noun,B1
service,n.,A2
session,n.,B2
set,verb,A1
set-up,n.,C1
setback,noun,B2
setting,n.,B1
settle,v.,B2
settlement,n.,C1
settler,n.,B2
seven,number,A1
seventeen,number,A1
seventy,number,A1
several,pronoun,A2
severe,adj.,B2
severely,adv.,B2
sew,verb,A2
sex,n.,B1
sexism,noun,B2
sexual,adj.,B1
sexuality,n.,C1
sexy,adj.,B2
shabby,adjective,B2
shade,n.,B2
shadow,n.,B2
shadowy,adjective,B1
shake,verb,B1
shaken,adjective,B2
shaky,adjective,B2
shall,modal auxiliary,A2
shallow,adj.,B2
shame,n.,B2
shameful,adjective,B1
shampoo,noun,A2
shape,verb,B1
shaped,adj.,B2
share,verb,A1
shareholder,n.,C1
sharp,adj.,B1
sharply,adverb,B2
shatter,v.,C1
shave,verb,B1
she,pronoun,A1
shed,v.,C1
sheep,n.,A1
sheer,adj.,C1
sheet,n.,A2
shelf,n.,B1
shell,n.,B1
shelter,noun,B1
sheriff,noun,B1
shield,noun,B2
shift,verb,B1
shine,v.,B1
shiny,adj.,B1
ship,verb,B1
shipping,n.,C1
shipwreck,noun,B2
shirt,n.,A1
shiver,verb,B1
shock,verb,B2
shocked,adj.,B2
shocking,adj.,B2
shoe,n.,A1
shoot,n.,C1
shooting,n.,B2
shop,verb,B1
shop assistant,noun,A2
shopkeeper,noun,B2
shoplift,verb,B2
shoplifter,noun,B2
shoplifting,noun,B2
shopper,noun,B1
shopping,n.,A1
shore,n.,B2
short,adj.,A1
short-term,adj.,B2
short/shorts,noun,A2
shortage,n.,B2
shortly,adv.,B2
shortness,noun,B2
shot,n.,B2
should,modal auxiliary,A1
shoulder,n.,A2
shout,verb,B1
show,verb,A1
showbiz,noun,B2
showcase,noun,B2
shower,n.,A1
shrimp,noun,B1
shrink,v.,C1
shrug,v.,C1
shut,verb,A2
shy,adj.,B1
sibling,n.,B2
sick,adj.,A1
sickness,noun,B1
side,n.,A2
sidewalk,noun,B1
sigh,verb,B2
sight,n.,B1
sightseeing,noun,A2
sign,verb,B1
signal,noun,B1
signature,n.,B2
significance,n.,B2
significant,adj.,B2
significantly,adv.,B2
signify,verb,B2
signpost,noun,B1
silence,n.,B2
silent,adj.,B1
silently,adverb,A2
silk,n.,B2
silly,adj.,B1
silver,noun,A2
silverware,noun,B2
similar,adj.,A1
similarity,n.,B1
similarly,adv.,B1
simple,adj.,A2
simplification,noun,B2
simplify,verb,B1
simply,adv.,B1
simulate,v.,C1
simulation,n.,C1
simultaneous,adjective,B2
simultaneously,adv.,C1
sin,n.,C1
since,preposition,A2
sincere,adj.,B2
sincerity,noun,B2
sing,v.,A1
singer,n.,A1
singing,n.,A2
single,noun,B1
singular,noun,A2
sink,v.,B1
sir,n.,A2
sister,n.,A1
sister-in-law,noun,B2
sit,v.,A1
site,n.,A2
sitting room,noun,A2
situated,adj.,C1
situation,n.,A1
six,number,A1
sixteen,number,A1
sixty,number,A1
size,n.,A2
skate,verb,B1
skateboard,noun,B2
skateboarder,noun,B2
skateboarding,noun,A2
skating,noun,A2
skeleton,noun,B1
sketch,n.,C1
ski,verb,B1
skiing,n.,A2
skill,n.,A1
skilled,adj.,B2
skillful/skilful,adjective,B2
skillfully/skilfully,adverb,B2
skim,verb,B2
skin,n.,A2
skip,v.,C1
skirt,n.,A1
skull,n.,B2
sky,n.,A2
skylark,noun,B2
skyscraper,noun,B1
skyward,adverb,B2
slam,v.,C1
slang,noun,B2
slap,v.,C1
slash,v.,C1
slaughter,noun,B2
slave,n.,B1
slavery,n.,C1
sleep,verb,A1
sleepless,adjective,A2
sleepy,adjective,A2
sleeve,noun,B1
slice,verb,B2
slide,verb,B2
slight,adj.,B2
slightly,adv.,B1
slim,adjective,A2
slip,v.,B2
sliver,noun,B2
slogan,n.,B2
slope,noun,B1
sloppy,adjective,B2
slot,n.,C1
slow,verb,B1
slowly,adv.,A2
small,adj.,A1
smart,adj.,A1
smartphone,n.,A2
smash,v.,C1
smell,verb,B1
smile,verb,B1
smith,noun,A1
smoke,verb,A2
smoker,noun,B1
smokestack,noun,B2
smoking,n.,A2
smooth,adj.,B1
smoothly,adverb,A2
snack,noun,A2
snake,n.,A1
snap,v.,C1
sneak,verb,B2
sneaker,n.,A2
sneer,noun,B2
sneeze,verb,B2
sniff,verb,B2
snore,verb,B2
snow,verb,A2
snowball,noun,B2
snowboard,noun,B1
snowboarding,noun,A2
snowstorm,noun,B1
snowy,adjective,A1
so,conjunction,A1
so-called,adj.,B2
soak,v.,C1
soaked,adjective,B2
soaking,adjective,B2
soap,n.,A2
soap opera,noun,B1
soar,v.,C1
sob,verb,B2
soccer,n.,A2
sociable,adjective,B2
social,adj.,A2
social networking,noun,B1
socialist,adj.,C1
socialize/socialise,verb,B2
socially,adverb,B1
society,n.,A2
sock,n.,A2
soda,noun,A2
sofa,noun,A1
soft,adj.,A2
soft drink,noun,A2
softly,adverb,A2
softness,noun,B2
software,n.,B1
soil,n.,B1
solar,adj.,B2
soldier,n.,A2
sole,adj.,C1
solely,adv.,C1
solicitor,n.,C1
solid,adjective,B1
solidarity,n.,C1
solidity,noun,B2
soliloquy,noun,B2
solo,noun,B2
solution,n.,A2
solve,v.,A2
solvent,noun,B2
some,pronoun,A1
somebody,pronoun,A2
someday,adverb,A2
somehow,adv.,B2
someone,pronoun,A1
someplace,adverb,B1
something,pronoun,A1
sometime,adv.,B2
sometimes,adv.,A1
somewhat,adv.,B2
somewhere,adverb,A2
son,n.,A1
son-in-law,noun,B2
song,n.,A1
sonnet,noun,B2
soon,adv.,A1
soothe,verb,B1
sophisticated,adj.,B2
sophomore,noun,B1
sore,adjective,B1
sorrow,noun,B1
sorry,adjective,A1
sort,verb,B2
soul,n.,B2
sound,adj.,C1
soundtrack,noun,B2
soup,n.,A1
sour,adjective,B1
source,n.,A2
south,noun,A2
southeast,noun,B1
southern,adj.,B1
southward,adverb,B2
southwest,noun,B1
souvenir,noun,B1
sovereignty,n.,C1
soybean,noun,B2
spa,noun,B2
space,n.,A1
spaceship,noun,A2
spaghetti,noun,A2
spam,n.,C1
span,verb,B2
spare,verb,B2
sparerib,noun,B2
spark,v.,C1
sparkle,noun,B1
sparkling,adjective,B2
sparrow,noun,B2
speak,v.,A1
speaker,n.,A2
special,adj.,A1
specialist,noun,B1
specialize,v.,B1
specialize/specialise,verb,B1
specialized,adj.,C1
specially,adverb,B1
specialty,noun,B2
species,n.,B2
specific,adj.,A2
specifically,adv.,B1
specification,n.,C1
specify,v.,B2
specimen,n.,C1
spectacle,n.,C1
spectacular,adj.,B2
spectator,n.,B2
spectrum,n.,C1
speculate,v.,B2
speculation,n.,B2
speech,n.,A2
speed,verb,B1
speeder,noun,B2
spell,n.,C1
spellbound,adjective,B2
spelling,n.,A1
spend,v.,A1
spending,n.,B1
sphere,n.,C1
spice,n.,B2
spicy,adj.,B1
spider,n.,A2
spill,v.,B2
spin,verb,B2
spinach,noun,B1
spine,n.,C1
spiral,adjective,B1
spirit,n.,B1
spiritual,adj.,B2
spite,n.,B2
splash,verb,A2
splatter,noun,B2
split,verb,B2
spoil,v.,B2
spoken,adj.,B1
spokesman,n.,B2
spokesperson,n.,B2
spokeswoman,n.,B2
sponge,noun,B1
sponsor,verb,B2
sponsorship,n.,B2
spoon,n.,A2
sport,n.,A1
sporting,adj.,B2
sports,adjective,B1
sports center/sports centre,noun,A2
sportsmanship,noun,B1
spot,verb,B2
spotlight,n.,C1
spouse,n.,C1
spray,verb,B2
spread,verb,B2
spreadsheet,noun,B2
spring,noun,A1
sprint,noun,B2
spur,noun,B2
spy,noun,A1
squad,n.,C1
square,noun,A2
squash,verb,B2
squeeze,v.,C1
stab,v.,C1
stability,n.,C1
stabilize,v.,C1
stable,adj.,B2
stack,noun,B2
stadium,n.,B1
staff,n.,B1
stage,noun,A1
stagger,noun,B2
stain,verb,B2
stair,n.,A2
stake,n.,C1
stall,n.,B2
stammer,verb,B2
stamp,n.,A2
stance,n.,B2
stand,verb,A2
standard,noun,B1
standby,adjective,B2
standing,adj.,C1
standstill,noun,B2
stanza,noun,B2
star,verb,B1
stare,v.,B2
stark,adj.,C1
start,verb,A1
startle,verb,B2
starvation,noun,B2
starve,v.,B2
starving,adjective,B2
state,verb,B2
statement,n.,A1
statesman,noun,B2
statewide,adverb,B2
station,n.,A1
statistic,n.,B1
statistical,adj.,C1
statistics,noun,B2
statue,n.,B1
status,n.,B2
stay,verb,A1
steadily,adv.,B2
steady,adj.,B2
steak,noun,A2
steal,v.,A2
steam,n.,B2
steel,n.,B2
steely,adjective,B2
steep,adj.,B2
steer,v.,C1
steering wheel,noun,B2
stem,verb,B1
step,verb,A1
stepfather,noun,B2
stepmother,noun,B2
stereotype,n.,C1
stern,adjective,B2
stew,noun,B2
stick,verb,B1
sticker,noun,B1
sticky,adj.,B2
stiff,adj.,B2
still,adverb,A2
stimulant,noun,B2
stimulate,v.,B2
stimulation,noun,B2
stimulus,n.,C1
stingy,adjective,B2
stink,verb,B2
stir,v.,C1
stitch,noun,B2
stock,n.,B2
stock market,noun,B2
stockpile,noun,B2
stomach,n.,A2
stomachache,noun,A2
stone,n.,A2
stonework,noun,B2
stool,noun,B2
stop,verb,A1
stopover,noun,B2
stopwatch,noun,B2
storage,n.,C1
store,verb,B2
storm,n.,A2
stormy,adjective,B1
story,n.,A1
storyteller,noun,B1
stove,n.,A2
straight,adverb,A1
straighten,verb,B2
straightforward,adj.,C1
strain,n.,C1
strait,noun,B2
strand,n.,C1
strange,adj.,A2
strangely,adverb,B1
stranger,n.,B1
strangle,verb,B2
strategic,adj.,C1
strategy,n.,A2
straw,noun,B1
strawberry,noun,B1
stream,n.,B2
street,n.,A1
strength,n.,B1
strengthen,v.,B2
stress,verb,B2
stressed,adjective,B1
stressful,adjective,B1
stretch,verb,B1
stricken,adjective,B1
strict,adj.,B2
strictly,adv.,B2
stride,verb,B2
strike,verb,B1
striking,adj.,B2
string,n.,B1
strip,verb,B2
stripe,noun,B1
strive,v.,C1
stroke,n.,B2
strong,adj.,A1
strongly,adv.,B1
structural,adj.,C1
structure,noun,A2
struggle,verb,B2
stubborn,adjective,B1
stubbornly,adverb,B2
stuck,adjective,B1
student,n.,A1
studio,n.,B1
study,verb,A1
stuff,verb,B2
stuffed,adjective,B1
stumble,v.,C1
stun,verb,B1
stunning,adj.,B2
stupid,adj.,A2
style,n.,A1
stylish,adjective,B1
stylist,noun,B2
subconscious,adjective,B1
subcontinent,noun,B2
subculture,noun,B2
subdivision,noun,B2
subject,noun,A1
subjunctive,noun,B2
submarine,noun,B1
submission,n.,C1
submit,v.,B2
subplot,noun,B2
subscriber,n.,C1
subscription,n.,C1
subsequent,adj.,B2
subsequently,adv.,B2
subside,verb,B2
subsidy,n.,C1
substance,n.,B1
substantial,adj.,C1
substantially,adv.,C1
substitute,verb,B2
substitution,n.,C1
subtitle,noun,B2
subtle,adj.,C1
subtract,verb,B2
suburb,noun,B2
suburban,adj.,C1
subway,n.,A2
succeed,v.,A2
success,n.,A1
successful,adj.,A2
successfully,adv.,B1
succession,n.,C1
successive,adj.,C1
successor,n.,C1
such,pronoun,A2
suck,v.,C1
sudden,adj.,B1
suddenly,adv.,A2
sue,v.,C1
suffer,v.,B1
suffering,n.,B2
sufficient,adj.,B2
sufficiently,adv.,B2
suffix,noun,B1
sugar,n.,A1
suggest,v.,A2
suggestion,n.,A2
suicide,n.,C1
suit,verb,A2
suitable,adj.,B1
suitably,adverb,B2
suitcase,noun,A2
suite,n.,C1
sulfur/sulphur,noun,B2
sum,noun,A1
summarize,v.,B1
summarize/summarise,verb,B1
summary,n.,B1
summer,n.,A1
summit,n.,C1
sun,n.,A1
sunbathe,verb,B1
sunbeam,noun,B2
sundial,noun,B1
sunflower,noun,A2
sunglasses,noun,A2
sunlight,noun,A2
sunny,adjective,A1
sunrise,noun,B1
sunset,noun,B1
sunshine,noun,A1
super,adj.,B2
superb,adj.,C1
superintendent,noun,B2
superior,adj.,C1
superlative,noun,A2
supermarket,n.,A1
supernatural,adjective,B2
superstar,noun,A2
superstition,noun,B1
supervise,v.,C1
supervision,n.,C1
supervisor,n.,C1
supper,noun,A2
supplement,noun,B2
supplier,noun,B2
supply,verb,B2
support,verb,B1
supporter,n.,B1
supportive,adj.,C1
suppose,v.,A2
supposedly,adv.,C1
suppress,v.,C1
supreme,adj.,C1
sure,adverb,A2
surely,adv.,B1
surf,verb,A2
surface,n.,B1
surfing,noun,A2
surge,noun,B2
surgeon,n.,B2
surgery,n.,B2
surgical,adj.,C1
surname,noun,A2
surplus,n.,C1
surprise,verb,B1
surprised,adj.,A2
surprising,adj.,A2
surprisingly,adverb,B1
surrender,v.,C1
surround,v.,B2
surrounding,adj.,B2
surroundings,noun,B2
surveillance,n.,C1
survey,noun,A1
survival,n.,B2
survive,v.,B1
survivor,n.,B2
suspect,verb,B2
suspend,v.,B2
suspension,n.,C1
suspicion,n.,C1
suspicious,adj.,C1
suspiciously,adverb,B2
sustain,v.,C1
sustainable,adj.,B2
swallow,v.,B2
swan,noun,B2
swarm,noun,B1
swear,v.,B2
sweat,verb,A2
sweater,n.,A1
sweatshirt,noun,B1
sweep,v.,B2
sweet,adj.,A2
sweetheart,noun,A2
swell,verb,B1
swift,adjective,B2
swim,verb,A1
swimmer,noun,B1
swimming,n.,A1
swimming costume,noun,A2
swimming pool,noun,A1
swimsuit,noun,A2
swing,verb,B2
switch,verb,B1
swollen,adjective,B1
sword,n.,C1
syllable,noun,B2
symbol,n.,A2
symbolic,adj.,C1
sympathetic,adj.,B2
sympathize/sympathise,verb,B2
sympathy,n.,B2
symphony,noun,A2
symptom,n.,B1
syndrome,n.,C1
synonym,noun,B2
synthesis,n.,C1
system,n.,A2
systematic,adj.,C1
table,n.,A1
table tennis,noun,A2
tablecloth,noun,B2
tablespoon,noun,A2
tablet,n.,A2
tabloid,noun,B2
tack,verb,B2
tackle,verb,B2
tactic,n.,C1
tactical,adj.,C1
tactile,adjective,B2
tag,noun,B2
tail,n.,B1
take,v.,A1
takeaway,noun,B1
takeoff/take-off,noun,B1
tale,n.,B2
talent,n.,B1
talented,adj.,B1
talk,verb,A1
talkative,adjective,B1
tall,adj.,A1
tame,adjective,B2
tan,noun,B2
tank,n.,B2
tanned,adjective,B2
tap,verb,B2
tape,n.,B1
target,noun,A2
task,n.,A2
taste,verb,B1
tasteless,adjective,B1
tasty,adjective,B1
tatter,noun,B2
tattoo,noun,B2
taunt,noun,B2
tax,noun,B1
taxi,n.,A1
taxpayer,n.,C1
tea,n.,A1
teach,v.,A1
teacher,n.,A1
teaching,n.,A2
team,n.,A1
teammate,noun,B1
teamwork,noun,B1
tear,verb,B1
tear2,n.,B2
tease,verb,B2
teaspoon,noun,B2
technical,adj.,B1
technically,adverb,B2
technique,n.,B1
technological,adj.,B2
technology,n.,A2
teen,noun,B1
teenage,adj.,A2
teenager,n.,A1
teens,n.,B2
telecommunications,noun,B1
telegram,noun,B1
telephone,verb,A2
telescope,noun,B2
television,n.,A1
tell,v.,A1
teller,noun,B1
temper,noun,B1
temperate,adjective,B2
temperature,n.,A2
temple,n.,B2
temporarily,adv.,B2
temporary,adj.,B2
tempt,v.,C1
temptation,noun,B2
ten,number,A1
tenant,n.,C1
tend,v.,B1
tendency,n.,B2
tender,adj.,C1
tenderly,adverb,B2
tenderness,noun,B2
tennis,n.,A1
tense,noun,B1
tension,n.,B2
tent,n.,B1
tenure,n.,C1
term,noun,B1
terminal,noun,B1
terminate,v.,C1
terms,n.,B2
terrace,noun,B2
terrain,n.,C1
terrible,adj.,A1
terribly,adv.,B2
terrific,adj.,C1
terrified,adjective,B1
terrify,v.,B2
terrifying,adjective,B2
territory,n.,B2
terror,n.,B2
terrorism,n.,B2
terrorist,n.,B2
test,verb,B2
testify,v.,C1
testimony,n.,C1
testing,n.,B2
text,verb,A2
text message,noun,A2
textbook,n.,B2
texture,n.,C1
than,preposition,A1
thank,v.,A1
thankful,adjective,B1
thankfully,adv.,C1
thanks,noun,A1
that,pronoun,A1
the,determiner,A1
theater,n.,A1
theater/theatre,noun,A1
theatre,n.,A1
theatrical,adj.,C1
theft,noun,B1
their,determiner,A1
theirs,pronoun,A2
them,pronoun,A1
theme,n.,B1
themselves,pronoun,A2
then,adv.,A1
theology,n.,C1
theoretical,adj.,C1
theorist,noun,B2
theory,n.,B1
therapist,n.,B2
therapy,n.,B2
there,adv.,A1
thereafter,adv.,C1
thereby,adv.,C1
therefore,adv.,B1
thermometer,noun,B2
these,pronoun,A1
thesis,n.,B2
they,pronoun,A1
thick,adj.,A2
thickly,adverb,B2
thickness,noun,B2
thief,n.,A2
thigh,noun,B2
thin,adj.,A2
thing,n.,A1
think,v.,A1
thinker,noun,B2
thinking,n.,A2
third,adjective,A2
third person,noun,B2
thirdly,adverb,B2
thirst,verb,B1
thirsty,adj.,A1
thirteen,number,A1
thirty,number,A1
this,pronoun,A1
thorough,adj.,B2
thoroughly,adv.,B2
those,pronoun,A1
though,conjunction,A2
thought,n.,A2
thought-provoking,adj.,C1
thoughtful,adj.,C1
thoughtless,adjective,B2
thousand,number,A2
thread,n.,C1
threat,n.,B2
threaten,v.,B2
threatening,adjective,B1
three,number,A1
threshold,n.,C1
thrill,noun,B2
thrilled,adj.,C1
thriller,noun,B1
thrilling,adjective,B2
thrive,v.,C1
throat,n.,B1
through,preposition,A1
throughout,preposition,B1
throw,v.,A2
thumb,n.,B2
thump,verb,B1
thunder,noun,B1
thunderous,adjective,B1
thunderstorm,noun,A2
thus,adv.,B2
tick,verb,B1
ticket,n.,A1
tickle,verb,B2
tide,n.,C1
tidy,verb,A2
tie,verb,B1
tiger,noun,A1
tight,adj.,B1
tighten,v.,C1
tightly,adverb,B1
tightrope,noun,B2
tights,noun,A2
tile,noun,B1
till,preposition,A2
timber,n.,C1
time,verb,B2
timeless,adjective,B2
timeliness,noun,B2
timely,adj.,C1
times,preposition,B2
timetable,noun,A2
timing,n.,B2
tin,n.,B1
tiny,adj.,B1
tip,verb,B2
tiptoe,verb,B2
tire,n.,B1
tired,adj.,A1
tiredness,noun,B2
